Path,Label
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\11806.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\11842.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\1186.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\11894.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\11897.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\12134.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\12170.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\12206.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\12246.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\12290.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\12330.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\12366.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\12410.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\12450.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\12490.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\1254.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\12610.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\12642.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\12682.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\12718.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\12762.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\12806.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\12838.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\12866.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\12890.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\1294.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\1326.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\1378.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\1433.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\1446.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\1482.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\1514.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\1578.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\1614.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\1654.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\1673.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\1694.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\1726.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\173.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\1753.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\1766.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\1809.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\1893.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\2114.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\2121.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\2142.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\2190.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\2262.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\2329.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\2330.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\2390.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\2454.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\2513.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\2526.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\2590.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\2601.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\266.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\2662.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\2673.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\2750.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\2785.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\2826.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\2896.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\3109.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\3142.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\3238.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\3241.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\3294.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\3350.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\3393.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\3398.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\3446.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\3510.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\3537.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\3574.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\3638.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\3643.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\3726.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\3747.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\3765.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\3771.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\3774.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\378.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\4113.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\4138.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\4186.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\4229.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\4234.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\4450.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\4490.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\4517.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\4538.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\4578.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\458.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\4650.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\4677.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\4722.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\4789.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\4794.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\4858.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\4887.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\4895.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\490.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\5193.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\5262.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\5286.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\5305.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\5318.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\5350.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\5382.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\5414.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\5433.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\5446.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\5478.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\5502.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\5526.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\5558.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\5561.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\5598.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\5638.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\5665.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\5694.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\5785.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\8126.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\8214.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\8302.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\8374.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\8462.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\8525.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\8550.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\8590.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\8609.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\8622.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\8654.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\8678.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\8686.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\870.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\8702.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\8726.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\8769.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\8833.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\8868.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c0\8894.jpg,0
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\01799.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\01811.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\01831.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\01874.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\01895.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\01939.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\01987.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\02039.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\02058.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\02123.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\02171.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\02178.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\02215.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\02255.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\02282.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\02295.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\02343.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\02350.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\02379.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\02426.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\101069.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\101077.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\101109.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\101141.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\101161.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\101185.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\101217.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\101241.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\101269.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\101293.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\101317.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\101333.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\101361.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\101385.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\101397.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\101405.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\101421.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\101445.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\101469.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\101489.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\11090.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\11097.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\11126.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\111391.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\111415.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\111435.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\111451.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\111475.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\111499.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\111519.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\111543.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\111571.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\11158.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\111595.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\111607.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\111619.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\111623.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\111639.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\111667.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\111683.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\111699.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\111719.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\111743.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\111763.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\11194.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\11209.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\11286.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\11326.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\11329.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\11378.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\11410.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\11438.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\11470.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\11506.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\11529.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\11542.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\11673.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\121014.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\121034.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\121102.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\121250.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\121266.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\121286.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\121318.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\121574.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\121590.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\121618.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\121650.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\121700.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\121706.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\121730.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\121736.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\121754.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\121774.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\121790.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\12894.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\12950.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\1901.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\1906.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\1966.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\21002.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\21050.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\21073.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\21102.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\21166.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\21217.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\21238.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\21302.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\21377.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\21378.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\21478.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\21542.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\21561.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\21654.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\21697.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\21722.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\21752.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\21796.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\2898.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\2901.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\31013.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\31061.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\31088.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\31117.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\31197.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\31253.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\31256.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\31333.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\31397.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\31424.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\31469.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\31533.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\31584.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\31589.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\31661.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\3897.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\3900.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\3917.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\3957.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\3960.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\41021.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\41049.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\41069.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\41080.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\41117.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\41165.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\41200.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\41221.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\41257.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\41305.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\41341.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\41352.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\41377.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\41425.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\41457.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\41536.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\4897.jpg,1
C:\Users\saraz\ITI\Graduation\Camera 2\train/c1\4900.jpg,1
